codigo_municipio,anio,num_viviendas,num_empresas,isla,municipio,poblacion_total,edad_media,pct_extranjeros,pct_mayores_65,indice_dependencia,superficie_km2,poblacion_0_14,poblacion_15_64,poblacion_65_mas,poblacion_activa_total,asalariados_total,salario_medio_total,poblacion_activa_hombres,poblacion_activa_mujeres,asalariados_hombres,asalariados_mujeres
35001,2012,6.0,286.0,2,0,5633.0,46.4103,6.5507,20.6462,43.5525,4451.16,546.0,3924.0,1163.0,2710,1864,85.57,1404,1306,961,902
35001,2013,0.0,315.0,2,0,5633.0,46.4103,6.5507,20.6462,43.5525,4451.16,546.0,3924.0,1163.0,2710,1864,85.57,1404,1306,961,902
35001,2014,0.0,329.0,2,0,5633.0,46.4103,6.5507,20.6462,43.5525,4451.16,546.0,3924.0,1163.0,2710,1864,85.57,1404,1306,961,902
35001,2015,0.0,175.0,2,0,5633.0,46.4103,6.5507,20.6462,43.5525,4451.16,546.0,3924.0,1163.0,2710,1864,85.57,1404,1306,961,902
35002,2012,36.0,3237.0,2,1,32067.0,41.1586,6.7951,12.6859,36.2929,7889.72,4471.0,23528.0,4068.0,17547,13282,88.51,8974,8573,6799,6483
35002,2013,22.0,3149.0,2,1,32067.0,41.1586,6.7951,12.6859,36.2929,7889.72,4471.0,23528.0,4068.0,17547,13282,88.51,8974,8573,6799,6483
35002,2014,36.0,3112.0,2,1,32067.0,41.1586,6.7951,12.6859,36.2929,7889.72,4471.0,23528.0,4068.0,17547,13282,88.51,8974,8573,6799,6483
35002,2015,12.0,1599.0,2,1,32067.0,41.1586,6.7951,12.6859,36.2929,7889.72,4471.0,23528.0,4068.0,17547,13282,88.51,8974,8573,6799,6483
35003,2012,0.0,1123.0,1,2,12940.0,44.1134,44.0417,17.0479,40.744,25024.8,1540.0,9194.0,2206.0,5853,4298,81.32,3116,2737,2270,2028
35003,2013,4.0,1038.0,1,2,12940.0,44.1134,44.0417,17.0479,40.744,25024.8,1540.0,9194.0,2206.0,5853,4298,81.32,3116,2737,2270,2028
35003,2014,0.0,1053.0,1,2,12940.0,44.1134,44.0417,17.0479,40.744,25024.8,1540.0,9194.0,2206.0,5853,4298,81.32,3116,2737,2270,2028
35003,2015,92.0,566.0,1,2,12940.0,44.1134,44.0417,17.0479,40.744,25024.8,1540.0,9194.0,2206.0,5853,4298,81.32,3116,2737,2270,2028
35004,2012,30.0,6671.0,5,3,63750.0,39.8835,18.8627,12.0941,36.4162,2427.54,9308.0,46732.0,7710.0,35956,29139,90.38,18414,17543,14948,14191
35004,2013,4.0,6619.0,5,3,63750.0,39.8835,18.8627,12.0941,36.4162,2427.54,9308.0,46732.0,7710.0,35956,29139,90.38,18414,17543,14948,14191
35004,2014,16.0,6681.0,5,3,63750.0,39.8835,18.8627,12.0941,36.4162,2427.54,9308.0,46732.0,7710.0,35956,29139,90.38,18414,17543,14948,14191
35004,2015,22.0,3401.0,5,3,63750.0,39.8835,18.8627,12.0941,36.4162,2427.54,9308.0,46732.0,7710.0,35956,29139,90.38,18414,17543,14948,14191
35005,2012,4.0,41.0,2,4,1030.0,51.6252,0.5825,27.5728,46.7236,6641.9,44.0,702.0,284.0,513,393,87.0,323,190,245,148
35005,2013,4.0,51.0,2,4,1030.0,51.6252,0.5825,27.5728,46.7236,6641.9,44.0,702.0,284.0,513,393,87.0,323,190,245,148
35005,2014,6.0,50.0,2,4,1030.0,51.6252,0.5825,27.5728,46.7236,6641.9,44.0,702.0,284.0,513,393,87.0,323,190,245,148
35005,2015,6.0,30.0,2,4,1030.0,51.6252,0.5825,27.5728,46.7236,6641.9,44.0,702.0,284.0,513,393,87.0,323,190,245,148
35006,2012,48.0,2127.0,2,5,38369.0,43.6024,2.416,16.396,40.038,3283.87,4679.0,27399.0,6291.0,20208,14863,88.43,10192,10016,7453,7410
35006,2013,10.0,2113.0,2,5,38369.0,43.6024,2.416,16.396,40.038,3283.87,4679.0,27399.0,6291.0,20208,14863,88.43,10192,10016,7453,7410
35006,2014,10.0,2121.0,2,5,38369.0,43.6024,2.416,16.396,40.038,3283.87,4679.0,27399.0,6291.0,20208,14863,88.43,10192,10016,7453,7410
35006,2015,10.0,1062.0,2,5,38369.0,43.6024,2.416,16.396,40.038,3283.87,4679.0,27399.0,6291.0,20208,14863,88.43,10192,10016,7453,7410
35007,2012,0.0,62.0,1,6,789.0,45.0919,19.2649,22.18,52.907,10370.9,98.0,516.0,175.0,379,297,85.69,216,163,170,127
35007,2013,0.0,65.0,1,6,789.0,45.0919,19.2649,22.18,52.907,10370.9,98.0,516.0,175.0,379,297,85.69,216,163,170,127
35007,2014,0.0,64.0,1,6,789.0,45.0919,19.2649,22.18,52.907,10370.9,98.0,516.0,175.0,379,297,85.69,216,163,170,127
35007,2015,4.0,32.0,1,6,789.0,45.0919,19.2649,22.18,52.907,10370.9,98.0,516.0,175.0,379,297,85.69,216,163,170,127
35008,2012,2.0,419.0,2,7,7581.0,44.6489,1.7016,17.4647,39.0499,1602.78,805.0,5452.0,1324.0,3969,2808,85.84,2079,1890,1485,1323
35008,2013,4.0,407.0,2,7,7581.0,44.6489,1.7016,17.4647,39.0499,1602.78,805.0,5452.0,1324.0,3969,2808,85.84,2079,1890,1485,1323
35008,2014,2.0,420.0,2,7,7581.0,44.6489,1.7016,17.4647,39.0499,1602.78,805.0,5452.0,1324.0,3969,2808,85.84,2079,1890,1485,1323
35008,2015,8.0,204.0,2,7,7581.0,44.6489,1.7016,17.4647,39.0499,1602.78,805.0,5452.0,1324.0,3969,2808,85.84,2079,1890,1485,1323
35009,2012,6.0,1729.0,2,8,24567.0,44.4258,2.772,18.3498,41.4254,6254.51,2688.0,17371.0,4508.0,12303,9006,88.43,6220,6084,4531,4475
35009,2013,4.0,1706.0,2,8,24567.0,44.4258,2.772,18.3498,41.4254,6254.51,2688.0,17371.0,4508.0,12303,9006,88.43,6220,6084,4531,4475
35009,2014,6.0,1676.0,2,8,24567.0,44.4258,2.772,18.3498,41.4254,6254.51,2688.0,17371.0,4508.0,12303,9006,88.43,6220,6084,4531,4475
35009,2015,8.0,853.0,2,8,24567.0,44.4258,2.772,18.3498,41.4254,6254.51,2688.0,17371.0,4508.0,12303,9006,88.43,6220,6084,4531,4475
35010,2012,18.0,320.0,5,9,5382.0,46.1459,14.437,20.6243,45.8141,14565.3,581.0,3691.0,1110.0,2708,1952,81.73,1434,1274,1000,952
35010,2013,6.0,331.0,5,9,5382.0,46.1459,14.437,20.6243,45.8141,14565.3,581.0,3691.0,1110.0,2708,1952,81.73,1434,1274,1000,952
35010,2014,0.0,335.0,5,9,5382.0,46.1459,14.437,20.6243,45.8141,14565.3,581.0,3691.0,1110.0,2708,1952,81.73,1434,1274,1000,952
35010,2015,8.0,157.0,5,9,5382.0,46.1459,14.437,20.6243,45.8141,14565.3,581.0,3691.0,1110.0,2708,1952,81.73,1434,1274,1000,952
35011,2012,10.0,2161.0,2,10,31932.0,41.9253,5.5681,13.9985,37.277,3908.81,4201.0,23261.0,4470.0,17270,13106,89.69,8899,8371,6866,6240
35011,2013,6.0,2072.0,2,10,31932.0,41.9253,5.5681,13.9985,37.277,3908.81,4201.0,23261.0,4470.0,17270,13106,89.69,8899,8371,6866,6240
35011,2014,20.0,2123.0,2,10,31932.0,41.9253,5.5681,13.9985,37.277,3908.81,4201.0,23261.0,4470.0,17270,13106,89.69,8899,8371,6866,6240
35011,2015,8.0,1046.0,2,10,31932.0,41.9253,5.5681,13.9985,37.277,3908.81,4201.0,23261.0,4470.0,17270,13106,89.69,8899,8371,6866,6240
35012,2012,550.0,3877.0,2,11,20331.0,43.0194,34.2531,16.5806,41.2562,17142.0,2567.0,14393.0,3371.0,10213,7394,80.72,5471,4742,3918,3476
35012,2013,516.0,4016.0,2,11,20331.0,43.0194,34.2531,16.5806,41.2562,17142.0,2567.0,14393.0,3371.0,10213,7394,80.72,5471,4742,3918,3476
35012,2014,152.0,4069.0,2,11,20331.0,43.0194,34.2531,16.5806,41.2562,17142.0,2567.0,14393.0,3371.0,10213,7394,80.72,5471,4742,3918,3476
35012,2015,28.0,2031.0,2,11,20331.0,43.0194,34.2531,16.5806,41.2562,17142.0,2567.0,14393.0,3371.0,10213,7394,80.72,5471,4742,3918,3476
35013,2012,2.0,561.0,2,12,7870.0,46.0011,2.4905,20.7751,45.9029,3220.46,841.0,5394.0,1635.0,3890,2552,82.22,2049,1840,1348,1204
35013,2013,4.0,550.0,2,12,7870.0,46.0011,2.4905,20.7751,45.9029,3220.46,841.0,5394.0,1635.0,3890,2552,82.22,2049,1840,1348,1204
35013,2014,0.0,568.0,2,12,7870.0,46.0011,2.4905,20.7751,45.9029,3220.46,841.0,5394.0,1635.0,3890,2552,82.22,2049,1840,1348,1204
35013,2015,2.0,283.0,2,12,7870.0,46.0011,2.4905,20.7751,45.9029,3220.46,841.0,5394.0,1635.0,3890,2552,82.22,2049,1840,1348,1204
35014,2012,52.0,2458.0,1,13,27945.0,40.8878,44.2941,11.8733,34.0095,35533.4,3774.0,20853.0,3318.0,13659,9359,75.78,7115,6544,4737,4623
35014,2013,42.0,2555.0,1,13,27945.0,40.8878,44.2941,11.8733,34.0095,35533.4,3774.0,20853.0,3318.0,13659,9359,75.78,7115,6544,4737,4623
35014,2014,36.0,2704.0,1,13,27945.0,40.8878,44.2941,11.8733,34.0095,35533.4,3774.0,20853.0,3318.0,13659,9359,75.78,7115,6544,4737,4623
35014,2015,192.0,1425.0,1,13,27945.0,40.8878,44.2941,11.8733,34.0095,35533.4,3774.0,20853.0,3318.0,13659,9359,75.78,7115,6544,4737,4623
35015,2012,4.0,1915.0,1,14,20751.0,38.9001,34.8754,9.614,32.3574,38493.8,3078.0,15678.0,1995.0,11220,9340,89.26,5932,5288,4928,4412
35015,2013,4.0,1906.0,1,14,20751.0,38.9001,34.8754,9.614,32.3574,38493.8,3078.0,15678.0,1995.0,11220,9340,89.26,5932,5288,4928,4412
35015,2014,0.0,1942.0,1,14,20751.0,38.9001,34.8754,9.614,32.3574,38493.8,3078.0,15678.0,1995.0,11220,9340,89.26,5932,5288,4928,4412
35015,2015,12.0,966.0,1,14,20751.0,38.9001,34.8754,9.614,32.3574,38493.8,3078.0,15678.0,1995.0,11220,9340,89.26,5932,5288,4928,4412
35016,2012,116.0,43428.0,2,15,378797.0,44.8719,7.6186,19.5218,43.7767,10331.6,41387.0,263462.0,73948.0,184037,131597,86.72,91116,92921,64786,66810
35016,2013,122.0,42459.0,2,15,378797.0,44.8719,7.6186,19.5218,43.7767,10331.6,41387.0,263462.0,73948.0,184037,131597,86.72,91116,92921,64786,66810
35016,2014,56.0,41955.0,2,15,378797.0,44.8719,7.6186,19.5218,43.7767,10331.6,41387.0,263462.0,73948.0,184037,131597,86.72,91116,92921,64786,66810
35016,2015,118.0,20820.0,2,15,378797.0,44.8719,7.6186,19.5218,43.7767,10331.6,41387.0,263462.0,73948.0,184037,131597,86.72,91116,92921,64786,66810
35017,2012,14.0,3898.0,1,16,42024.0,39.3157,16.6738,10.6939,34.9432,29077.1,6388.0,31142.0,4494.0,23814,18892,88.6,11926,11888,9356,9537
35017,2013,50.0,3775.0,1,16,42024.0,39.3157,16.6738,10.6939,34.9432,29077.1,6388.0,31142.0,4494.0,23814,18892,88.6,11926,11888,9356,9537
35017,2014,14.0,3875.0,1,16,42024.0,39.3157,16.6738,10.6939,34.9432,29077.1,6388.0,31142.0,4494.0,23814,18892,88.6,11926,11888,9356,9537
35017,2015,24.0,1987.0,1,16,42024.0,39.3157,16.6738,10.6939,34.9432,29077.1,6388.0,31142.0,4494.0,23814,18892,88.6,11926,11888,9356,9537
35018,2012,8.0,1701.0,5,17,18989.0,40.9626,13.5289,12.5862,35.9367,4076.11,2630.0,13969.0,2390.0,10650,8431,86.0,5293,5357,4068,4364
35018,2013,6.0,1677.0,5,17,18989.0,40.9626,13.5289,12.5862,35.9367,4076.11,2630.0,13969.0,2390.0,10650,8431,86.0,5293,5357,4068,4364
35018,2014,2.0,1720.0,5,17,18989.0,40.9626,13.5289,12.5862,35.9367,4076.11,2630.0,13969.0,2390.0,10650,8431,86.0,5293,5357,4068,4364
35018,2015,8.0,884.0,5,17,18989.0,40.9626,13.5289,12.5862,35.9367,4076.11,2630.0,13969.0,2390.0,10650,8431,86.0,5293,5357,4068,4364
35019,2012,12.0,9655.0,2,18,52936.0,43.9571,26.5698,16.8316,38.6703,33241.9,5852.0,38174.0,8910.0,27621,19003,78.76,14997,12624,10192,8811
35019,2013,86.0,9644.0,2,18,52936.0,43.9571,26.5698,16.8316,38.6703,33241.9,5852.0,38174.0,8910.0,27621,19003,78.76,14997,12624,10192,8811
35019,2014,16.0,9607.0,2,18,52936.0,43.9571,26.5698,16.8316,38.6703,33241.9,5852.0,38174.0,8910.0,27621,19003,78.76,14997,12624,10192,8811
35019,2015,28.0,4741.0,2,18,52936.0,43.9571,26.5698,16.8316,38.6703,33241.9,5852.0,38174.0,8910.0,27621,19003,78.76,14997,12624,10192,8811
35020,2012,0.0,385.0,2,19,7536.0,45.328,9.3286,19.2808,40.9916,12370.8,738.0,5345.0,1453.0,3375,2416,87.67,1820,1555,1300,1116
35020,2013,4.0,379.0,2,19,7536.0,45.328,9.3286,19.2808,40.9916,12370.8,738.0,5345.0,1453.0,3375,2416,87.67,1820,1555,1300,1116
35020,2014,2.0,372.0,2,19,7536.0,45.328,9.3286,19.2808,40.9916,12370.8,738.0,5345.0,1453.0,3375,2416,87.67,1820,1555,1300,1116
35020,2015,4.0,179.0,2,19,7536.0,45.328,9.3286,19.2808,40.9916,12370.8,738.0,5345.0,1453.0,3375,2416,87.67,1820,1555,1300,1116
35021,2012,8.0,1311.0,2,20,18341.0,45.3872,4.2146,19.8408,44.4856,2383.19,2008.0,12694.0,3639.0,8971,6248,79.97,4601,4370,3142,3107
35021,2013,18.0,1210.0,2,20,18341.0,45.3872,4.2146,19.8408,44.4856,2383.19,2008.0,12694.0,3639.0,8971,6248,79.97,4601,4370,3142,3107
35021,2014,10.0,1246.0,2,20,18341.0,45.3872,4.2146,19.8408,44.4856,2383.19,2008.0,12694.0,3639.0,8971,6248,79.97,4601,4370,3142,3107
35021,2015,12.0,654.0,2,20,18341.0,45.3872,4.2146,19.8408,44.4856,2383.19,2008.0,12694.0,3639.0,8971,6248,79.97,4601,4370,3142,3107
35022,2012,18.0,4865.0,2,21,74560.0,40.1772,13.1719,11.3358,34.2287,6252.83,10561.0,55547.0,8452.0,40730,30956,89.28,20669,20061,15994,14962
35022,2013,18.0,4803.0,2,21,74560.0,40.1772,13.1719,11.3358,34.2287,6252.83,10561.0,55547.0,8452.0,40730,30956,89.28,20669,20061,15994,14962
35022,2014,18.0,4910.0,2,21,74560.0,40.1772,13.1719,11.3358,34.2287,6252.83,10561.0,55547.0,8452.0,40730,30956,89.28,20669,20061,15994,14962
35022,2015,10.0,2463.0,2,21,74560.0,40.1772,13.1719,11.3358,34.2287,6252.83,10561.0,55547.0,8452.0,40730,30956,89.28,20669,20061,15994,14962
35023,2012,8.0,950.0,2,22,13838.0,45.7013,2.8183,19.8511,43.0432,4261.82,1417.0,9674.0,2747.0,6961,5055,87.49,3501,3461,2499,2556
35023,2013,4.0,934.0,2,22,13838.0,45.7013,2.8183,19.8511,43.0432,4261.82,1417.0,9674.0,2747.0,6961,5055,87.49,3501,3461,2499,2556
35023,2014,2.0,955.0,2,22,13838.0,45.7013,2.8183,19.8511,43.0432,4261.82,1417.0,9674.0,2747.0,6961,5055,87.49,3501,3461,2499,2556
35023,2015,4.0,488.0,2,22,13838.0,45.7013,2.8183,19.8511,43.0432,4261.82,1417.0,9674.0,2747.0,6961,5055,87.49,3501,3461,2499,2556
35024,2012,24.0,2280.0,5,23,23411.0,42.2111,20.4007,13.9763,38.1506,22400.6,3193.0,16946.0,3272.0,12256,9084,80.23,6222,6033,4500,4584
35024,2013,26.0,2383.0,5,23,23411.0,42.2111,20.4007,13.9763,38.1506,22400.6,3193.0,16946.0,3272.0,12256,9084,80.23,6222,6033,4500,4584
35024,2014,28.0,2506.0,5,23,23411.0,42.2111,20.4007,13.9763,38.1506,22400.6,3193.0,16946.0,3272.0,12256,9084,80.23,6222,6033,4500,4584
35024,2015,24.0,1282.0,5,23,23411.0,42.2111,20.4007,13.9763,38.1506,22400.6,3193.0,16946.0,3272.0,12256,9084,80.23,6222,6033,4500,4584
35025,2012,2.0,159.0,2,24,1813.0,52.8508,2.4821,31.3293,57.6522,10386.3,95.0,1150.0,568.0,884,644,84.45,518,366,379,264
35025,2013,2.0,177.0,2,24,1813.0,52.8508,2.4821,31.3293,57.6522,10386.3,95.0,1150.0,568.0,884,644,84.45,518,366,379,264
35025,2014,0.0,162.0,2,24,1813.0,52.8508,2.4821,31.3293,57.6522,10386.3,95.0,1150.0,568.0,884,644,84.45,518,366,379,264
35025,2015,2.0,75.0,2,24,1813.0,52.8508,2.4821,31.3293,57.6522,10386.3,95.0,1150.0,568.0,884,644,84.45,518,366,379,264
35026,2012,52.0,8525.0,2,25,102472.0,42.8124,2.9823,15.4852,38.371,10033.1,12548.0,74056.0,15868.0,54127,39271,88.13,27243,26884,19812,19459
35026,2013,48.0,8306.0,2,25,102472.0,42.8124,2.9823,15.4852,38.371,10033.1,12548.0,74056.0,15868.0,54127,39271,88.13,27243,26884,19812,19459
35026,2014,44.0,8310.0,2,25,102472.0,42.8124,2.9823,15.4852,38.371,10033.1,12548.0,74056.0,15868.0,54127,39271,88.13,27243,26884,19812,19459
35026,2015,60.0,4197.0,2,25,102472.0,42.8124,2.9823,15.4852,38.371,10033.1,12548.0,74056.0,15868.0,54127,39271,88.13,27243,26884,19812,19459
35027,2012,6.0,830.0,2,26,12667.0,44.977,1.9815,17.9601,40.5882,2580.73,1382.0,9010.0,2275.0,6683,4716,85.03,3555,3128,2471,2245
35027,2013,2.0,799.0,2,26,12667.0,44.977,1.9815,17.9601,40.5882,2580.73,1382.0,9010.0,2275.0,6683,4716,85.03,3555,3128,2471,2245
35027,2014,0.0,787.0,2,26,12667.0,44.977,1.9815,17.9601,40.5882,2580.73,1382.0,9010.0,2275.0,6683,4716,85.03,3555,3128,2471,2245
35027,2015,8.0,404.0,2,26,12667.0,44.977,1.9815,17.9601,40.5882,2580.73,1382.0,9010.0,2275.0,6683,4716,85.03,3555,3128,2471,2245
35028,2012,10.0,3623.0,5,27,21083.0,43.0689,38.5524,16.4256,40.7974,6432.05,2646.0,14974.0,3463.0,10339,7515,78.92,5487,4852,3938,3577
35028,2013,10.0,3713.0,5,27,21083.0,43.0689,38.5524,16.4256,40.7974,6432.05,2646.0,14974.0,3463.0,10339,7515,78.92,5487,4852,3938,3577
35028,2014,18.0,3898.0,5,27,21083.0,43.0689,38.5524,16.4256,40.7974,6432.05,2646.0,14974.0,3463.0,10339,7515,78.92,5487,4852,3938,3577
35028,2015,20.0,2001.0,5,27,21083.0,43.0689,38.5524,16.4256,40.7974,6432.05,2646.0,14974.0,3463.0,10339,7515,78.92,5487,4852,3938,3577
35029,2012,26.0,409.0,5,28,6573.0,41.0548,13.0534,13.3729,38.554,13577.9,950.0,4744.0,879.0,3650,2791,84.21,1909,1741,1419,1372
35029,2013,2.0,433.0,5,28,6573.0,41.0548,13.0534,13.3729,38.554,13577.9,950.0,4744.0,879.0,3650,2791,84.21,1909,1741,1419,1372
35029,2014,16.0,449.0,5,28,6573.0,41.0548,13.0534,13.3729,38.554,13577.9,950.0,4744.0,879.0,3650,2791,84.21,1909,1741,1419,1372
35029,2015,6.0,229.0,5,28,6573.0,41.0548,13.0534,13.3729,38.554,13577.9,950.0,4744.0,879.0,3650,2791,84.21,1909,1741,1419,1372
35030,2012,18.0,1030.0,1,29,15572.0,40.0016,18.1287,12.7151,38.5286,27629.8,2351.0,11241.0,1980.0,8370,6687,88.48,4327,4043,3439,3248
35030,2013,22.0,1026.0,1,29,15572.0,40.0016,18.1287,12.7151,38.5286,27629.8,2351.0,11241.0,1980.0,8370,6687,88.48,4327,4043,3439,3248
35030,2014,8.0,1032.0,1,29,15572.0,40.0016,18.1287,12.7151,38.5286,27629.8,2351.0,11241.0,1980.0,8370,6687,88.48,4327,4043,3439,3248
35030,2015,12.0,503.0,1,29,15572.0,40.0016,18.1287,12.7151,38.5286,27629.8,2351.0,11241.0,1980.0,8370,6687,88.48,4327,4043,3439,3248
35031,2012,10.0,736.0,2,30,9490.0,42.4574,4.4152,14.2782,36.0378,3880.13,1159.0,6976.0,1355.0,5174,3720,84.31,2660,2515,1873,1848
35031,2013,4.0,715.0,2,30,9490.0,42.4574,4.4152,14.2782,36.0378,3880.13,1159.0,6976.0,1355.0,5174,3720,84.31,2660,2515,1873,1848
